Channel,Hardware Channel,WindowStartIdx,WindowEndIdx,WindowStartSec,WindowEndSec,Mean,Std,Skewness,Day,SkinTone,Speed,Depth,Experiment,source_file,label
Co-Polarized_Red,C12,575,825,23.0,33.0,-2.0463630789890884e-15,53.00127706156753,-0.0334158890151204,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,600,850,24.0,34.0,-7.389644451905047e-16,51.181848856751266,-0.0295254246804816,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,625,875,25.0,35.0,3.183231456205249e-15,56.406576724423346,-0.1078122422131956,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,650,900,26.0,36.0,-3.1263880373444406e-16,52.42397619904775,0.0186428482282508,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,675,925,27.0,37.0,9.094947017729285e-16,56.012538990668695,0.0835408613862803,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,700,950,28.0,38.0,-1.932676241267473e-15,55.223479811987374,0.0419013171838302,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,725,975,29.0,39.0,6.821210263296962e-16,53.5379553265508,-0.0094147898230578,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,750,1000,30.0,40.0,9.663381206337365e-16,54.79379189069348,-0.0321662437617575,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,775,1025,31.0,41.0,5.684341886080807e-16,57.41716110997239,0.0330528536890451,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,800,1050,32.0,42.0,-9.094947017729285e-16,61.123614012465666,0.1098177257572798,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,825,1075,33.0,43.0,2.2737367544323206e-16,54.98928251768539,0.0309776864596441,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,850,1100,34.0,44.0,6.821210263296962e-16,56.36201229516886,-0.0252020060532077,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,875,1125,35.0,45.0,1.1368683772161603e-16,57.74468506553685,-0.0280282083075329,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,900,1150,36.0,46.0,-1.3642420526593924e-15,63.06964169856714,0.0940406541920719,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,925,1175,37.0,47.0,4.547473508864641e-16,56.92426325571083,0.0198950256937366,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,950,1200,38.0,48.0,-1.0231815394945442e-15,59.31641456265027,-0.0146840559017272,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,975,1225,39.0,49.0,1.1368683772161605e-15,58.69808856017926,-0.0698220252402774,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1000,1250,40.0,50.0,1.5916157281026244e-15,61.04804726619362,-0.1098719041109336,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1025,1275,41.0,51.0,5.684341886080802e-17,57.39971728644319,-0.0025468444287813,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1050,1300,42.0,52.0,4.547473508864641e-16,58.38696492308833,-0.0423439398256769,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1075,1325,43.0,53.0,1.4779288903810085e-15,59.89408668293983,0.0885194040633087,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,1100,1350,44.0,54.0,2.2737367544323206e-16,58.3062170582736,0.0002568044466597,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,1125,1375,45.0,55.0,2.2737367544323206e-16,58.886590504129394,-0.0540756183891341,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1150,1400,46.0,56.0,1.3642420526593924e-15,60.20450571254624,0.0536738722138096,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,1175,1425,47.0,57.0,-1.3642420526593924e-15,62.318660105469846,-0.0575941708390225,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1200,1450,48.0,58.0,1.1368683772161603e-16,55.64955697704808,0.0804581551616793,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,1225,1475,49.0,59.0,0.0,58.62686661227349,-0.0801403498075386,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1250,1500,50.0,60.0,-1.1368683772161603e-16,57.00519583778091,-0.0769723683049509,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1275,1525,51.0,61.0,1.8189894035458565e-15,62.54366341308251,-0.072445003710278,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1300,1550,52.0,62.0,-5.684341886080807e-16,57.59203852201352,-0.0065231479387416,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1325,1575,53.0,63.0,1.1368683772161605e-15,60.56829278827995,-0.0013707120800995,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1350,1600,54.0,64.0,4.547473508864641e-16,56.69786299682441,-0.0013278904547818,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1375,1625,55.0,65.0,9.094947017729285e-16,57.59998584996715,-0.0376346532380734,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1400,1650,56.0,66.0,1.4779288903810085e-15,56.150570244312846,-0.0445068622711546,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_Red,C12,1425,1675,57.0,67.0,4.547473508864641e-15,365.5136699171155,0.8299951152840905,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,1450,1700,58.0,68.0,-1.0004441719502212e-14,347.8187495423083,0.6582420874871575,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_Red,C12,1475,1725,59.0,69.0,-7.275957614183426e-15,343.26340524275776,0.9018322617776036,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,0,250,0.0,10.0,1.5916157281026244e-15,280.87136621285913,-0.3587142237439202,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,25,275,1.0,11.0,-1.8189894035458565e-15,363.3597857361366,0.5441172536534672,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,50,300,2.0,12.0,-7.787548383930699e-15,362.0554600379429,0.2805403114226884,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,75,325,3.0,13.0,-3.637978807091713e-15,365.27892335191626,0.2187318155880399,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,100,350,4.0,14.0,4.092726157978177e-15,360.9498469926142,0.223824785573325,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,125,375,5.0,15.0,0.0,368.8263917286068,0.2300206770004211,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,150,400,6.0,16.0,-5.4569682106375695e-15,378.1790380446956,0.2771230956974335,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,175,425,7.0,17.0,0.0,358.5400891099976,0.2704578778045954,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,200,450,8.0,18.0,-1.0913936421275139e-14,362.67141469680894,0.1521707244731982,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,225,475,9.0,19.0,1.8189894035458565e-15,360.0164429727278,2.210027947094724e-06,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,250,500,10.0,20.0,7.275957614183426e-15,309.3764251592782,-0.1568472740551693,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,275,525,11.0,21.0,-1.0231815394945442e-15,235.41913932951044,-0.0238054906141797,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,300,550,12.0,22.0,-9.094947017729285e-16,240.8597758833025,-0.0217561913924365,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,325,575,13.0,23.0,-7.958078640513122e-16,231.44746893244005,-0.0305442174709514,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,350,600,14.0,24.0,-4.547473508864641e-15,253.96085739960188,-0.0977449833400588,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,375,625,15.0,25.0,-2.2737367544323206e-16,246.93080733717255,-0.0254425237881824,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,400,650,16.0,26.0,-3.637978807091713e-15,251.10978781693652,0.0339857902016971,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,425,675,17.0,27.0,-6.366462912410498e-15,257.05554388927123,0.0420469125303822,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,450,700,18.0,28.0,6.366462912410498e-15,242.69155966690303,0.0250410804934398,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,475,725,19.0,29.0,5.4569682106375695e-15,246.24598792331923,-0.0509894026112352,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,500,750,20.0,30.0,1.8189894035458565e-15,247.30120373228752,0.0229963811924361,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,525,775,21.0,31.0,2.4556356947869062e-14,266.12589259715963,0.0227060462580531,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,550,800,22.0,32.0,-2.273736754432321e-15,242.65481678702008,0.0550121820845241,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,575,825,23.0,33.0,-6.366462912410498e-15,248.42084597633624,-0.0328380096234701,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,600,850,24.0,34.0,-5.002220859751105e-15,238.75200512727935,-0.0633885830571223,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,625,875,25.0,35.0,2.1827872842550278e-14,256.3394205904037,-0.0530243174038414,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,650,900,26.0,36.0,-4.547473508864641e-15,243.2896073839623,-0.0038902400527647,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,675,925,27.0,37.0,-3.637978807091713e-15,255.4524484877008,0.0279729402928505,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,700,950,28.0,38.0,2.842170943040401e-15,253.0039864657189,0.0059849988155499,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,725,975,29.0,39.0,8.185452315956354e-15,249.8030849875456,-0.0009175722387223,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,750,1000,30.0,40.0,-6.593836587853731e-15,247.48709464675125,-0.024698064341808,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,775,1025,31.0,41.0,1.0004441719502212e-14,258.9834982975695,0.0921206004997128,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,800,1050,32.0,42.0,-9.094947017729285e-16,267.35351288481263,0.1634139987237865,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,825,1075,33.0,43.0,1.8189894035458565e-15,238.45490438234364,0.0647273361097076,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,850,1100,34.0,44.0,5.4569682106375695e-15,245.9387552407514,-0.010210366882355,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,875,1125,35.0,45.0,-1.8189894035458565e-15,251.54626782292272,0.0299650643365034,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,900,1150,36.0,46.0,3.637978807091713e-15,267.9242333573161,0.0578433416860037,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,925,1175,37.0,47.0,9.094947017729285e-16,236.45194380813604,0.0425622048896914,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,950,1200,38.0,48.0,1.1823431123048068e-14,244.3730302124858,0.0085835840714648,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,975,1225,39.0,49.0,7.73070496506989e-15,238.74139495075653,-0.05966800673066,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1000,1250,40.0,50.0,-4.547473508864641e-15,254.13942745990263,-0.0838047190230464,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1025,1275,41.0,51.0,1.4779288903810085e-15,243.3293995967291,-5.882392097192258e-05,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1050,1300,42.0,52.0,9.094947017729285e-16,250.81260348226203,0.0128877992671699,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,1075,1325,43.0,53.0,-8.185452315956354e-15,253.63969068474495,0.0297455023165462,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,1100,1350,44.0,54.0,0.0,245.2148152682799,-0.0136580154313938,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1125,1375,45.0,55.0,-2.273736754432321e-15,243.9324694703811,-0.0297484892130288,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1150,1400,46.0,56.0,-1.8189894035458565e-15,249.435785517703,0.0223105825111689,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,1175,1425,47.0,57.0,-1.8189894035458565e-15,269.5299234891623,0.0651538713569149,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,1200,1450,48.0,58.0,-3.637978807091713e-15,243.3068813897648,0.0475353902339719,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,1225,1475,49.0,59.0,-7.275957614183426e-15,249.42767243062008,-0.0444320474109526,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1250,1500,50.0,60.0,-3.637978807091713e-15,239.97476963419777,-0.0606909086304681,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1275,1525,51.0,61.0,-1.3642420526593924e-15,250.64680493969183,-0.0446121582719416,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1300,1550,52.0,62.0,0.0,346.23700434257086,0.2380798597205553,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Co-Polarized_IR,C15,1325,1575,53.0,63.0,9.094947017729284e-15,360.14216411717456,-0.1154571214420011,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1350,1600,54.0,64.0,1.1368683772161604e-14,356.77991218293255,-0.4253909957391739,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1375,1625,55.0,65.0,3.637978807091713e-15,359.66137661986426,-0.3101125884547713,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1400,1650,56.0,66.0,1.8189894035458565e-15,357.9653636318426,-0.2443221904356531,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1425,1675,57.0,67.0,-1.0913936421275139e-14,363.6581663929384,-0.3036418856915783,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1450,1700,58.0,68.0,0.0,369.21115865697953,-0.2032277896241863,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Co-Polarized_IR,C15,1475,1725,59.0,69.0,5.002220859751105e-15,351.9831176531508,-0.1946237867247006,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,0,250,0.0,10.0,1.1368683772161605e-15,367.3944829856956,0.0119548145806617,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,25,275,1.0,11.0,-7.275957614183426e-15,374.6984801702651,0.0312786021587876,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,50,300,2.0,12.0,-1.3642420526593924e-15,370.6047875569934,0.030088668576688,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,75,325,3.0,13.0,-9.094947017729284e-15,371.26706446604186,-0.0170859758579849,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,100,350,4.0,14.0,-1.5916157281026244e-15,353.58066626104153,-0.0025204994327022,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,125,375,5.0,15.0,-1.546140993013978e-14,401.01925419980216,0.0366509675274385,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,150,400,6.0,16.0,-9.094947017729284e-15,415.1995749707653,0.1227992118477361,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,175,425,7.0,17.0,-9.094947017729285e-16,373.0906976804825,0.0500872595216948,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,200,450,8.0,18.0,-5.4569682106375695e-15,385.0304868839961,-0.0210310604872039,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,225,475,9.0,19.0,-7.275957614183426e-15,389.7202886658881,0.0077662944032332,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,250,500,10.0,20.0,0.0,418.2812908709304,0.0053296045152188,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,275,525,11.0,21.0,1.2278178473934531e-14,383.7270082531256,-0.0166449060537691,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,300,550,12.0,22.0,2.3646862246096133e-14,388.034358677346,-0.0602296809049716,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,325,575,13.0,23.0,-1.5916157281026244e-15,376.3513135175009,0.0050150401715423,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,350,600,14.0,24.0,7.275957614183426e-15,415.59430193394985,-0.3903157822677514,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,375,625,15.0,25.0,-4.547473508864641e-15,375.11733346413865,-0.0377819154595279,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,0
Cross-Polarized_Green,C19,400,650,16.0,26.0,7.275957614183426e-15,379.0439372707683,0.0195024482123187,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
Cross-Polarized_Green,C19,425,675,17.0,27.0,-1.3642420526593924e-15,390.06000867948,0.0539702696077486,Day_1,Fair,Medium,2.5mm,Experiment_1,FIU_Cleaned_Data/Day_1/Fair/Experiment_1/sqi.csv,1
