Channel,Hardware Channel,WindowStartIdx,WindowEndIdx,WindowStartSec,WindowEndSec,Mean,Std,Skewness,Day,Experiment,Wavelength,SkinTone,Orientation,Pol
Unpolarized_A_Green,C5,0,250,0.0,10.0,5.684341886080802e-17,12.03630121381624,-0.3221342949826949,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Green,C5,25,275,1.0,11.0,5.684341886080802e-17,11.981682083755803,-0.1697454024906347,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Green,C5,50,300,2.0,12.0,-1.8474111129762604e-16,11.7971609765144,0.048187973781951,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Green,C5,75,325,3.0,13.0,-1.5631940186722203e-16,10.818666011447151,-0.3024911481146626,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Green,C5,100,350,4.0,14.0,-5.115907697472721e-16,11.129986038616728,-0.3055954878755816,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Red,C2,0,250,0.0,10.0,5.115907697472721e-16,75.74983887522879,0.8318060531712577,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Red,C2,25,275,1.0,11.0,5.684341886080802e-17,75.43979102238393,0.9154702080948374,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Red,C2,50,300,2.0,12.0,-1.1368683772161603e-16,75.20552776279999,0.80833144998381,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Red,C2,75,325,3.0,13.0,-4.547473508864641e-16,76.47532366707091,0.459701060009569,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_Red,C2,100,350,4.0,14.0,1.7053025658242404e-15,23.94397686645236,-1.3933542120384466,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_IR,C4,0,250,0.0,10.0,-6.1390892369672655e-15,67.25571419788513,1.6221970418573954,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_IR,C4,25,275,1.0,11.0,7.958078640513122e-16,23.22740356218725,0.123619230754713,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_IR,C4,50,300,2.0,12.0,1.70530256582424e-16,19.886630905728005,0.0345818103488681,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_IR,C4,75,325,3.0,13.0,0.0,20.58044151652551,0.0726424340502989,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_A_IR,C4,100,350,4.0,14.0,-5.684341886080802e-17,21.082995871834317,0.1331986234707192,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Green,C11,0,250,0.0,10.0,1.4210854715202004e-16,8.173577693611612,-0.3767094362278663,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Green,C11,25,275,1.0,11.0,-2.842170943040401e-17,7.457386595801475,-0.2580152844730664,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Green,C11,50,300,2.0,12.0,7.105427357601002e-17,6.9059273079441725,-0.2448346483118642,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Green,C11,75,325,3.0,13.0,3.1974423109204506e-17,6.180433902805214,-0.3838472158032887,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Green,C11,100,350,4.0,14.0,2.1316282072803e-16,7.046212162718301,-0.6705909345578419,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Red,C8,0,250,0.0,10.0,-5.684341886080802e-17,13.42944748660457,-0.0978302886348206,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Red,C8,25,275,1.0,11.0,2.5579538487363605e-16,12.395330046350525,-0.1933935738364311,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Red,C8,50,300,2.0,12.0,1.4210854715202004e-16,12.606048622593008,-0.1735414028484669,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Red,C8,75,325,3.0,13.0,2.8421709430404013e-16,12.804749626227256,-0.3731639882822808,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_Red,C8,100,350,4.0,14.0,-1.70530256582424e-16,11.078245584348029,0.0318782475523016,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_IR,C10,0,250,0.0,10.0,5.684341886080802e-17,14.565027331877758,0.3767882222129896,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_IR,C10,25,275,1.0,11.0,2.2737367544323206e-16,12.813093835659672,0.0696334642748621,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_IR,C10,50,300,2.0,12.0,1.70530256582424e-16,13.869370164425254,-0.11359055957384,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_IR,C10,75,325,3.0,13.0,0.0,13.868695209385804,-0.1506160913198831,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Unpolarized_B_IR,C10,100,350,4.0,14.0,1.1368683772161603e-16,14.403629451810222,0.0140960871945184,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Green,C13,0,250,0.0,10.0,-1.4551915228366852e-14,409.0788627623992,0.0216488844525038,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Green,C13,25,275,1.0,11.0,0.0,404.13338071951057,-0.0089443799802659,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Green,C13,50,300,2.0,12.0,3.637978807091713e-15,413.8014479035107,0.0497641681294848,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Green,C13,75,325,3.0,13.0,5.002220859751105e-15,402.20992432072194,0.0054512022194513,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Green,C13,100,350,4.0,14.0,1.8189894035458565e-14,411.8538919543768,0.050386247400466,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Red,C12,0,250,0.0,10.0,-7.275957614183426e-15,352.06763496943375,0.0323274542237844,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Red,C12,25,275,1.0,11.0,2.0463630789890884e-15,345.05643428627894,-0.0091456219733936,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Red,C12,50,300,2.0,12.0,1.8189894035458565e-15,352.8996553665079,-0.0031694917036784,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Red,C12,75,325,3.0,13.0,-7.73070496506989e-15,347.7566352572887,-0.0174398100997147,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_Red,C12,100,350,4.0,14.0,5.4569682106375695e-15,357.7639789424074,0.0608409136665805,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_IR,C15,0,250,0.0,10.0,7.275957614183426e-15,645.7046678751466,-0.040934003995271,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_IR,C15,25,275,1.0,11.0,7.275957614183426e-15,636.9883137040707,-0.0194932293076266,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_IR,C15,50,300,2.0,12.0,1.0913936421275139e-14,654.4325671424612,-0.0960129090743262,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_IR,C15,75,325,3.0,13.0,-7.275957614183426e-15,600.0933652071872,-0.0394300419275767,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Co-Polarized_IR,C15,100,350,4.0,14.0,-4.7293724492192266e-14,626.7980766275339,0.0190879176032929,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Green,C19,0,250,0.0,10.0,1.1368683772161603e-16,26.844497563962303,0.6827563573711041,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Green,C19,25,275,1.0,11.0,-4.547473508864641e-16,26.3035448175707,0.675084484053602,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Green,C19,50,300,2.0,12.0,1.0231815394945442e-15,26.50750074542757,0.6683095591469203,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Green,C19,75,325,3.0,13.0,-1.5631940186722203e-16,26.87938414204344,0.6238985087875628,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Green,C19,100,350,4.0,14.0,7.389644451905044e-16,26.482588155086237,0.5330647386760118,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Red,C18,0,250,0.0,10.0,1.9895196601282807e-15,27.70189178515192,0.4780011593199335,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Red,C18,25,275,1.0,11.0,-4.547473508864641e-16,27.202728748130948,0.4480406234348656,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Red,C18,50,300,2.0,12.0,1.2505552149377765e-15,27.470741702940625,0.4329092567069106,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Red,C18,75,325,3.0,13.0,0.0,28.806614327504427,0.2968962568857138,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_Red,C18,100,350,4.0,14.0,2.8421709430404013e-16,28.993186748538864,0.4035804944456543,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_IR,C21,0,250,0.0,10.0,9.094947017729283e-16,100.84164136702114,-0.013515243589482561,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_IR,C21,25,275,1.0,11.0,-6.821210263296962e-16,97.07701239262231,0.0036991110618558322,Day_4,Experiment_3,IR,Fair,180,Og. Pol
Cross-Polarized_IR,C21,50,300,2.0,12.0,-1.8189894035458565e-15,101.1346628756071,-0.12747597345909598,Day_4,Experiment_3,IR,Fair,180,Og. Pol
