Participant,Channel,Hardware Channel,Metric,Mean,Std,Day,SkinTone,Speed,Depth,Experiment,Mean PI,Std PI
Medium_Fast_3.75mm,Unpolarized_A_IR,C4,PI,-206.14216828531875,71.20198414196435,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Unpolarized_B_Green,C11,PI,-221.01721145030663,0.0,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Unpolarized_B_Red,C8,PI,,,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Unpolarized_B_IR,C10,PI,,,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Co-Polarized_Green,C13,PI,-37.97327169909081,465.85929231500256,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Co-Polarized_Red,C12,PI,-337.37846779694,464.0576681202714,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Co-Polarized_IR,C15,PI,-217.3801405393863,63.840791480697945,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Cross-Polarized_Green,C19,PI,-207.00912628055897,58.567065801364414,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Cross-Polarized_Red,C18,PI,-226.93621142753577,35.14077117908075,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Fast_3.75mm,Cross-Polarized_IR,C21,PI,,,Day_2,Medium,Fast,3.75mm,Experiment_2,,
Medium_Slow_2.5mm,Unpolarized_A_Green,C5,PI,-216.8691393439828,0.0,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Unpolarized_A_Red,C2,PI,-202.475523622046,25.802086145196267,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Unpolarized_A_IR,C4,PI,-201.39724321607585,22.437807265869676,Day_2,Medium,Slow,2.5mm,Experiment_2,,
Medium_Slow_2.5mm,Unpolarized_B_Green,C11,PI,-233.57048267959024,17.016008643380086,Day_2,Medium,Slow,2.5mm,Experiment_2,,
